accession,host_group,anomaly_type,method,auc,precision_at_4,anomaly_indices,donor_group,donor_accession,donor_window_indices
GCF_003515915.2,other_prunus,clustered_substitution,triplet_distribution,1.0,1.0,9;13;21;27,,,
GCF_003515915.2,other_prunus,clustered_substitution,pitch_order,1.0,1.0,9;13;21;27,,,
GCF_003515915.2,other_prunus,clustered_substitution,triplet_transition,1.0,1.0,9;13;21;27,,,
GCF_003515915.2,other_prunus,clustered_substitution,sixmer,1.0,1.0,9;13;21;27,,,
GCF_003515915.2,other_prunus,clustered_substitution,compression,1.0,1.0,9;13;21;27,,,
GCF_003515915.2,other_prunus,triplet_order_shuffle,composition,0.7678571428571429,0.25,9;13;21;27,,,
GCF_003515915.2,other_prunus,triplet_order_shuffle,triplet_distribution,0.7723214285714286,0.25,9;13;21;27,,,
GCF_003515915.2,other_prunus,triplet_order_shuffle,pitch_order,1.0,1.0,9;13;21;27,,,
GCF_003515915.2,other_prunus,triplet_order_shuffle,triplet_transition,1.0,1.0,9;13;21;27,,,
GCF_003515915.2,other_prunus,triplet_order_shuffle,sixmer,1.0,1.0,9;13;21;27,,,
GCF_003515915.2,other_prunus,triplet_order_shuffle,compression,1.0,1.0,9;13;21;27,,,
GCF_003515915.2,other_prunus,foreign_segment,composition,1.0,1.0,9;13;21;27,olive,GCF_029962065.1,9:42;13:39;21:38;27:51
GCF_003515915.2,other_prunus,foreign_segment,triplet_distribution,1.0,1.0,9;13;21;27,olive,GCF_029962065.1,9:42;13:39;21:38;27:51
GCF_003515915.2,other_prunus,foreign_segment,pitch_order,1.0,1.0,9;13;21;27,olive,GCF_029962065.1,9:42;13:39;21:38;27:51
GCF_003515915.2,other_prunus,foreign_segment,triplet_transition,1.0,1.0,9;13;21;27,olive,GCF_029962065.1,9:42;13:39;21:38;27:51
GCF_003515915.2,other_prunus,foreign_segment,sixmer,1.0,1.0,9;13;21;27,olive,GCF_029962065.1,9:42;13:39;21:38;27:51
GCF_003515915.2,other_prunus,foreign_segment,compression,1.0,1.0,9;13;21;27,olive,GCF_029962065.1,9:42;13:39;21:38;27:51
GCF_015475955.1,other_prunus,clustered_substitution,composition,1.0,1.0,19;28;41;47,,,
GCF_015475955.1,other_prunus,clustered_substitution,triplet_distribution,1.0,1.0,19;28;41;47,,,
GCF_015475955.1,other_prunus,clustered_substitution,pitch_order,1.0,1.0,19;28;41;47,,,
GCF_015475955.1,other_prunus,clustered_substitution,triplet_transition,1.0,1.0,19;28;41;47,,,
GCF_015475955.1,other_prunus,clustered_substitution,sixmer,1.0,1.0,19;28;41;47,,,
GCF_015475955.1,other_prunus,clustered_substitution,compression,1.0,1.0,19;28;41;47,,,
GCF_015475955.1,other_prunus,triplet_order_shuffle,composition,0.6294642857142857,0.0,19;28;41;47,,,
GCF_015475955.1,other_prunus,triplet_order_shuffle,triplet_distribution,0.6339285714285714,0.0,19;28;41;47,,,
GCF_015475955.1,other_prunus,triplet_order_shuffle,pitch_order,1.0,1.0,19;28;41;47,,,
GCF_015475955.1,other_prunus,triplet_order_shuffle,triplet_transition,1.0,1.0,19;28;41;47,,,
GCF_015475955.1,other_prunus,triplet_order_shuffle,sixmer,1.0,1.0,19;28;41;47,,,
GCF_015475955.1,other_prunus,triplet_order_shuffle,compression,1.0,1.0,19;28;41;47,,,
GCF_015475955.1,other_prunus,foreign_segment,composition,1.0,1.0,19;28;41;47,almond,GCF_055959565.1,19:13;28:15;41:4;47:53
GCF_015475955.1,other_prunus,foreign_segment,triplet_distribution,1.0,1.0,19;28;41;47,almond,GCF_055959565.1,19:13;28:15;41:4;47:53
GCF_015475955.1,other_prunus,foreign_segment,pitch_order,1.0,1.0,19;28;41;47,almond,GCF_055959565.1,19:13;28:15;41:4;47:53
GCF_015475955.1,other_prunus,foreign_segment,triplet_transition,1.0,1.0,19;28;41;47,almond,GCF_055959565.1,19:13;28:15;41:4;47:53
GCF_015475955.1,other_prunus,foreign_segment,sixmer,1.0,1.0,19;28;41;47,almond,GCF_055959565.1,19:13;28:15;41:4;47:53
GCF_015475955.1,other_prunus,foreign_segment,compression,1.0,1.0,19;28;41;47,almond,GCF_055959565.1,19:13;28:15;41:4;47:53
GCF_055690575.1,other_prunus,clustered_substitution,composition,1.0,1.0,10;15;22;24,,,
GCF_055690575.1,other_prunus,clustered_substitution,triplet_distribution,1.0,1.0,10;15;22;24,,,
GCF_055690575.1,other_prunus,clustered_substitution,pitch_order,1.0,1.0,10;15;22;24,,,
GCF_055690575.1,other_prunus,clustered_substitution,triplet_transition,1.0,1.0,10;15;22;24,,,
GCF_055690575.1,other_prunus,clustered_substitution,sixmer,1.0,1.0,10;15;22;24,,,
GCF_055690575.1,other_prunus,clustered_substitution,compression,1.0,1.0,10;15;22;24,,,
GCF_055690575.1,other_prunus,triplet_order_shuffle,composition,0.42857142857142855,0.0,10;15;22;24,,,
GCF_055690575.1,other_prunus,triplet_order_shuffle,triplet_distribution,0.42857142857142855,0.0,10;15;22;24,,,
GCF_055690575.1,other_prunus,triplet_order_shuffle,pitch_order,1.0,1.0,10;15;22;24,,,
GCF_055690575.1,other_prunus,triplet_order_shuffle,triplet_transition,1.0,1.0,10;15;22;24,,,
GCF_055690575.1,other_prunus,triplet_order_shuffle,sixmer,1.0,1.0,10;15;22;24,,,
GCF_055690575.1,other_prunus,triplet_order_shuffle,compression,1.0,1.0,10;15;22;24,,,
GCF_055690575.1,other_prunus,foreign_segment,composition,1.0,1.0,10;15;22;24,almond,GCF_055959555.1,10:6;15:30;22:21;24:52
GCF_055690575.1,other_prunus,foreign_segment,triplet_distribution,1.0,1.0,10;15;22;24,almond,GCF_055959555.1,10:6;15:30;22:21;24:52
GCF_055690575.1,other_prunus,foreign_segment,pitch_order,1.0,1.0,10;15;22;24,almond,GCF_055959555.1,10:6;15:30;22:21;24:52
GCF_055690575.1,other_prunus,foreign_segment,triplet_transition,1.0,1.0,10;15;22;24,almond,GCF_055959555.1,10:6;15:30;22:21;24:52
GCF_055690575.1,other_prunus,foreign_segment,sixmer,1.0,1.0,10;15;22;24,almond,GCF_055959555.1,10:6;15:30;22:21;24:52
GCF_055690575.1,other_prunus,foreign_segment,compression,1.0,1.0,10;15;22;24,almond,GCF_055959555.1,10:6;15:30;22:21;24:52
GCF_042243345.1,other_prunus,clustered_substitution,composition,1.0,1.0,19;20;28;54,,,
GCF_042243345.1,other_prunus,clustered_substitution,triplet_distribution,1.0,1.0,19;20;28;54,,,
GCF_042243345.1,other_prunus,clustered_substitution,pitch_order,1.0,1.0,19;20;28;54,,,
GCF_042243345.1,other_prunus,clustered_substitution,triplet_transition,1.0,1.0,19;20;28;54,,,
GCF_042243345.1,other_prunus,clustered_substitution,sixmer,1.0,1.0,19;20;28;54,,,
GCF_042243345.1,other_prunus,clustered_substitution,compression,1.0,1.0,19;20;28;54,,,
GCF_042243345.1,other_prunus,triplet_order_shuffle,composition,0.44642857142857145,0.0,19;20;28;54,,,
GCF_042243345.1,other_prunus,triplet_order_shuffle,triplet_distribution,0.44642857142857145,0.0,19;20;28;54,,,
GCF_042243345.1,other_prunus,triplet_order_shuffle,pitch_order,1.0,1.0,19;20;28;54,,,
GCF_042243345.1,other_prunus,triplet_order_shuffle,triplet_transition,1.0,1.0,19;20;28;54,,,
GCF_042243345.1,other_prunus,triplet_order_shuffle,sixmer,1.0,1.0,19;20;28;54,,,
GCF_042243345.1,other_prunus,triplet_order_shuffle,compression,1.0,1.0,19;20;28;54,,,
GCF_042243345.1,other_prunus,foreign_segment,composition,1.0,1.0,19;20;28;54,coffee,GCF_004016415.2,19:0;20:49;28:20;54:7
GCF_042243345.1,other_prunus,foreign_segment,triplet_distribution,1.0,1.0,19;20;28;54,coffee,GCF_004016415.2,19:0;20:49;28:20;54:7
GCF_042243345.1,other_prunus,foreign_segment,pitch_order,1.0,1.0,19;20;28;54,coffee,GCF_004016415.2,19:0;20:49;28:20;54:7
GCF_042243345.1,other_prunus,foreign_segment,triplet_transition,1.0,1.0,19;20;28;54,coffee,GCF_004016415.2,19:0;20:49;28:20;54:7
GCF_042243345.1,other_prunus,foreign_segment,sixmer,1.0,1.0,19;20;28;54,coffee,GCF_004016415.2,19:0;20:49;28:20;54:7
GCF_042243345.1,other_prunus,foreign_segment,compression,1.0,1.0,19;20;28;54,coffee,GCF_004016415.2,19:0;20:49;28:20;54:7
GCF_028640715.1,other_prunus,clustered_substitution,composition,1.0,1.0,5;28;41;53,,,
GCF_028640715.1,other_prunus,clustered_substitution,triplet_distribution,1.0,1.0,5;28;41;53,,,
GCF_028640715.1,other_prunus,clustered_substitution,pitch_order,1.0,1.0,5;28;41;53,,,
GCF_028640715.1,other_prunus,clustered_substitution,triplet_transition,1.0,1.0,5;28;41;53,,,
GCF_028640715.1,other_prunus,clustered_substitution,sixmer,1.0,1.0,5;28;41;53,,,
GCF_028640715.1,other_prunus,clustered_substitution,compression,1.0,1.0,5;28;41;53,,,
GCF_028640715.1,other_prunus,triplet_order_shuffle,composition,0.5223214285714286,0.0,5;28;41;53,,,
GCF_028640715.1,other_prunus,triplet_order_shuffle,triplet_distribution,0.5267857142857143,0.0,5;28;41;53,,,
GCF_028640715.1,other_prunus,triplet_order_shuffle,pitch_order,1.0,1.0,5;28;41;53,,,
GCF_028640715.1,other_prunus,triplet_order_shuffle,triplet_transition,1.0,1.0,5;28;41;53,,,
GCF_028640715.1,other_prunus,triplet_order_shuffle,sixmer,1.0,1.0,5;28;41;53,,,
GCF_028640715.1,other_prunus,triplet_order_shuffle,compression,1.0,1.0,5;28;41;53,,,
GCF_028640715.1,other_prunus,foreign_segment,composition,1.0,1.0,5;28;41;53,grapevine,GCF_028227275.1,5:32;28:25;41:55;53:20
GCF_028640715.1,other_prunus,foreign_segment,triplet_distribution,1.0,1.0,5;28;41;53,grapevine,GCF_028227275.1,5:32;28:25;41:55;53:20
GCF_028640715.1,other_prunus,foreign_segment,pitch_order,1.0,1.0,5;28;41;53,grapevine,GCF_028227275.1,5:32;28:25;41:55;53:20
GCF_028640715.1,other_prunus,foreign_segment,triplet_transition,1.0,1.0,5;28;41;53,grapevine,GCF_028227275.1,5:32;28:25;41:55;53:20
GCF_028640715.1,other_prunus,foreign_segment,sixmer,1.0,1.0,5;28;41;53,grapevine,GCF_028227275.1,5:32;28:25;41:55;53:20
GCF_028640715.1,other_prunus,foreign_segment,compression,1.0,1.0,5;28;41;53,grapevine,GCF_028227275.1,5:32;28:25;41:55;53:20
